bank_name,card_name,card_type,card_category,card_usp,card_image_url,know_more_link,apply_now_link,joining_fee,annual_fee,annual_fee_waiver,add_on_card_fee,interest_rate_pa,card_replacement_fee,cash_payment_fee,duplicate_statement_fee,outstation_cheque_fee,hostlisting_charges,cash_withdrawal_fee,overdue_penalty_fee,over_limit_penalty,foreign_currency_transaction_fee,reward_point_redemption_fee,dynamic_currency_conversion_markup,education_transaction_fee,wallet_load_transaction_fee,fuel_transaction_fee,utility_transaction_fee,rewards_program,cashback_with_every_transaction,spend_based_reversal,flexipay,reward_points,rewards,features,returns_rate,welcome_benefit,welcome_points,milestone_benefit,bonus_points,fuel_benefits,dining_benefits,culinary_treats,travel_benefits,movie_benefits,OTT_benefits,cashback_offers,voucher_offers,mobile_app_benefits,stay_benefits,lifestyle_benefits,e_commerce,lounge_access,concierge_service,insurance,fraud_protection,health_and_wellness_benefits,security_features,international_use,full_card_description,eligibility_criteria,terms_and_conditions,features_clean,fuel_benefit,movie_offer,dining_offer,travel_offer,rewards_clean,milestone_rewards,cashback_offer,voucher_offer,travel_rewards,fuel_rewards,movie_rewards
SBI,SimplyCLICK Advantage SBI Card,Retail,Shopping,Unlimited privileges including 10X Reward Points on online spends with exclusive partners.,https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/Simplyclick-Advantage_349x218-front.png,https://sbicard.com/en/personal/credit-cards/shopping/simplyclick-advantage-sbi-card.page,https://sbicard.com/en/personal/credit-cards/shopping/simplyclick-advantage-sbi-card.page,Rs. 499,Rs. 499,"Spend Rs. 1,00,000 and get annual fee reversed in the subsequent year.",Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,"1% fuel surcharge waiver for transactions between Rs. 500 & Rs. 3000, max Rs. 100 per statement cycle.",NILL,Earn 10X Reward Points on online spends with exclusive partners and 1 point per Rs. 100 on all other spends.,NILL,NILL,"Yes, on spends above Rs. 2,500.",False,"e-Vouchers worth 2,000 each on reaching annual online spends of 1 Lakh and 2 Lakh respectively.","Contactless payments, worldwide acceptance, add-on cards, cash withdrawal from ATMs, utility bill payment facility, balance transfer on EMI.",NILL,False,False,False,False,"1% fuel surcharge waiver for transactions between Rs. 500 & Rs. 3000, max Rs. 100 per statement cycle.",NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,False,NILL,NILL,NILL,False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, worldwide acceptance, add-on cards, cash withdrawal from ATMs, utility bill payment facility, balance transfer on EMI.",False,False,False,False,"e-Vouchers worth 2,000 each on reaching annual online spends of 1 Lakh and 2 Lakh respectively.",True,False,True,False,False,False
SBI,SimplySAVE Advantage SBI Card,Retail,Shopping,"10x Reward Points on Dining, Movies, Departmental Stores and Grocery Spends",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/SimplySave-Advantage_349x218-px-front.png,https://sbicard.com/en/personal/credit-cards/shopping/simplysave-advantage-card.page,https://sbicard.com/en/personal/credit-cards/shopping/simplysave-advantage-card.page,Rs. 499,Rs. 499,"Renewal Fee reversed if annual spends for last year >= Rs. 1,00,000",Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,"Earn 10 Reward Points per Rs. 150 spent on Dining, Movies, Departmental Stores and Grocery Spends; 1 Reward Point per Rs. 150 on other spends",NILL,"Get annual membership fee reversal from second year of your subscription if spent Rs. 1,00,000 or more in the previous year","Yes, on spends above Rs. 2,500",False,"Free movie tickets, shopping vouchers","Contactless payments, lounge access",NILL,False,False,False,False,1% fuel surcharge waiver,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,NILL,False,Zero liability if reported within 24 hours,NILL,"chip & PIN, contactless, 2FA",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, lounge access",False,False,False,False,"Free movie tickets, shopping vouchers",False,False,True,False,False,True
State Bank of India,SBI Shaurya Credit Card,Credit Card,Defense,"5X Reward Points on CSD, Dining, Movies, Departmental Stores and Grocery Spends",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/Shaurya2_349x218-px_front.png,https://www.sbicard.com/en/personal/credit-cards/defense/shaurya-sbi-card.page,https://sbicard.com/en/eapply.page,₹250,₹250,"Waived off on annual spends of ₹50,000 or more",Nil,30%,₹100,NILL,NILL,NILL,NILL,2.5% of the transaction amount (min. ₹300),NILL,2.5% of the amount subject to a minimum of ₹500,3.5%,₹99,NILL,NILL,NILL,"1% fuel surcharge waiver on transactions between ₹500 and ₹3,000",NILL,"Earn 5X Reward Points on CSD, Dining, Movies, Departmental Stores and Grocery Spends",NILL,"Annual fee waived off on spending ₹50,000 or more","Available on transactions of ₹2,500 or more",True,"1,000 welcome reward points, fuel surcharge waiver, personal accident insurance cover of ₹2 lakh","Complimentary personal accident insurance, fuel surcharge waiver, reward points on various categories",NILL,False,True,False,False,1% fuel surcharge waiver,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,True,NILL,NILL,NILL,False,"The SBI Shaurya Credit Card is designed for defense personnel, offering benefits like 5X reward points on select categories, fuel surcharge waivers, and personal accident insurance.","Must be a defense personnel, aged 18-70, with a stable income and good credit history.","Standard terms apply, including payment of dues on time.","Complimentary personal accident insurance, fuel surcharge waiver, reward points on various categories",True,False,False,False,"1,000 welcome reward points, fuel surcharge waiver, personal accident insurance cover of ₹2 lakh",False,False,False,False,True,False
SBI,SBI Card PRIME,Retail,Rewards,"Welcome e-Gift Voucher worth ₹3,000 on joining, Spend linked Gift Vouchers worth ₹11,000, 10 Reward Points per ₹100 spent on Dining, Groceries, Departmental stores and Movies, Complimentary International and Domestic Airport Lounge access",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/Shaurya_349x218-px_Front.png,https://www.sbicard.com/en/personal/credit-cards/rewards/sbi-card-prime.page,https://sbicard.com/en/eapply/eapplyform.page?path=personal/credit-cards/rewards/sbi-card-prime.dcr,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,"10 Reward Points per ₹100 spent on Dining, Groceries, Departmental stores and Movies",NILL,NILL,NILL,False,NILL,Complimentary International and Domestic Airport Lounge access,NILL,False,False,False,False,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,NILL,False,NILL,NILL,NILL,True,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,Complimentary International and Domestic Airport Lounge access,False,False,False,False,NILL,False,False,False,False,False,False
SBI,SimplySAVE SBI Card,Retail,Shopping,"10x Reward Points on Dining, Movies, Departmental Stores and Grocery Spends",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/SimplySave_349x218-px-Front.png,https://sbicard.com/en/personal/credit-cards/shopping/simplysave-sbi-card.page,https://sbicard.com/en/personal/credit-cards/shopping/simplysave-sbi-card.page,Rs. 499 + Taxes,Rs. 499 + Taxes,"Renewal Fee reversed if annual spends for last year >= Rs. 1,00,000",Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,Earn 1 Reward Point on every Rs. 150 spent,NILL,"Get annual membership fee reversal from second year of your subscription if spends > Rs. 1,00,000","Yes, on spends above Rs. 2,500",False,"2,000 bonus Reward Points on spending Rs. 2,000 or more in first 60 days","Contactless payments, worldwide acceptance, utility bill payment facility",NILL,False,False,False,True,1% fuel surcharge waiver,20% off at select restaurants,NILL,"Free travel insurance, airport transfers",Buy 1 Get 1 free ticket monthly,3 months free Netflix,NILL,"₹500 Myntra voucher on spends > ₹50,000",Extra points on app transactions,10% off at partner hotels,Free gym membership,2% cashback on Amazon/Flipkart,False,24x7 concierge for travel bookings,False,Zero liability if reported within 24 hours,NILL,"chip & PIN, contactless, 2FA",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, worldwide acceptance, utility bill payment facility",False,False,False,False,"2,000 bonus Reward Points on spending Rs. 2,000 or more in first 60 days",True,False,False,False,False,False
SBI,KrisFlyer SBI Card,Travel,Airline,"Earn KrisFlyer miles on every spend, complimentary lounge access, and travel insurance benefits.",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/travel/krisflyer-sbi-card/krisflyer-front.png,https://www.sbicard.com/en/personal/credit-cards/travel/krisflyer-sbi-card.page,https://sbicard.com/en/eapply.page,₹2999 + GST,₹2999 + GST,"3,000 KrisFlyer miles on annual spends of ₹3 lakh",Nil,45%,NILL,NILL,NILL,NILL,NILL,2.5% or ₹500 whichever is higher,NILL,NILL,3.5%,₹99 + GST,NILL,NILL,NILL,"1% fuel surcharge waiver on transactions up to ₹3,000",NILL,"Earn 5 KrisFlyer miles per ₹200 spent on Singapore Airlines Group and international spends, 2 KrisFlyer miles per ₹200 on other eligible spends.",NILL,"3,000 KrisFlyer miles on annual spends of ₹3 lakh","Yes, on spends above ₹2,500",False,"Complimentary lounge access, travel insurance, and milestone benefits.","Contactless payments, global acceptance, and easy bill payment facility.",NILL,False,False,False,False,"1% fuel surcharge waiver across all petrol pumps in India, maximum waiver of ₹250 per statement cycle.",NILL,NILL,"Complimentary Priority Pass membership, domestic and international lounge access.",NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,False,NILL,NILL,NILL,False,"The KrisFlyer SBI Card offers exclusive travel rewards, KrisFlyer miles, and lounge access, ideal for frequent flyers with Singapore Airlines.","Minimum age 21 years, good credit score, regular source of income.",All dues must be paid on time; rewards program subject to change.,"Contactless payments, global acceptance, and easy bill payment facility.",False,False,False,False,"Complimentary lounge access, travel insurance, and milestone benefits.",True,False,False,True,False,False
SBI Cards and Payment Services Limited,KrisFlyer SBI Card Apex,Travel,Travel,"10 KrisFlyer miles per Rs 200 spent on Singapore Airlines, domestic airport lounge access, air insurance coverage, etc.",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/travel/krisflyer-sbi-card/krisflyer-apex-front-blank.png,https://sbicard.com/en/personal/credit-cards/travel/krisflyer-sbi-card-apex.page#,https://www.sbicard.com/sprint/Krisflyer,Rs. 9999 + applicable taxes,Rs. 9999 + applicable taxes,NILL,Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,"10 KrisFlyer miles per Rs 200 spent on Singapore Airlines Group, 8 KrisFlyer miles per Rs 200 on international spends, 6 KrisFlyer miles per Rs 200 on other eligible spends",NILL,NILL,"Yes, on spends above Rs. 2,500",False,"Free movie tickets, shopping vouchers","Contactless payments, lounge access",NILL,False,False,False,False,"1% Fuel Surcharge Waiver across all Petrol Pumps in India on fuel transaction amount ranging from Rs. 500 to Rs. 4,000",NILL,NILL,"Free travel insurance, airport transfers",Buy 1 Get 1 free ticket monthly,3 months free Netflix,NILL,"₹500 Myntra voucher on spends > ₹50,000",Extra points on app transactions,10% off at partner hotels,Free gym membership,2% cashback on Amazon/Flipkart,True,24x7 concierge for travel bookings,False,Zero liability if reported within 24 hours,NILL,"chip & PIN, contactless, 2FA",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, lounge access",False,False,False,False,"Free movie tickets, shopping vouchers",False,False,True,False,False,True
SBI,SBI Card MILES PRIME,Travel,Travel,"Get 3,000 Travel Credits as Welcome Gift and earn 4 Travel Credits for every ₹200 spent on travel.",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/MILES-Prime_139x218-px-Front.png,https://sbicard.com/en/personal/credit-cards/travel/sbi-card-miles-prime.page,https://sbicard.com/en/personal/credit-cards/travel/sbi-card-miles-prime.page,"Rs. 2,999 + Taxes","Rs. 2,999",Annual Fee reversal on spends of ₹10 Lakh in a membership year,Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,2.50%,NILL,NILL,NILL,NILL,1% Fuel Surcharge Waiver,NILL,Earn 4 Travel Credits for every ₹200 spent on travel and 2 Travel Credits for every ₹200 on all other spends.,NILL,Spend Based Reversal on Annual Spends of ₹10 Lac,"Yes, on spends above ₹2,500",False,"Free lounge access, travel credits, insurance cover","Complimentary Priority Pass Membership, 8 complimentary Domestic Airport Lounge visits every year",NILL,False,False,False,False,1% Fuel Surcharge Waiver,NILL,NILL,"Complimentary International Airport Lounge visits, travel insurance",NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,NILL,False,Zero liability if reported within 24 hours,NILL,"Chip & PIN, contactless",False,"This card offers premium travel benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Complimentary Priority Pass Membership, 8 complimentary Domestic Airport Lounge visits every year",False,False,False,False,"Free lounge access, travel credits, insurance cover",False,False,False,True,False,False
SBI,SBI Card Miles Elite,Travel,Travel,Earn 6 Travel Credits for every ₹200 spent on travel and 2 Travel Credits for every ₹200 on all other spends.,https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/MILES-Elite_139x218-px-Front.png,https://sbicard.com/en/personal/credit-cards/travel/sbi-card-miles-elite.page#,https://sbicard.com/en/personal/credit-cards/travel/sbi-card-miles-elite.page#,"Rs. 4,999 + Taxes","Rs. 4,999",Annual Fee reversal on spends of ₹15 Lakh in a membership year,Nil,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,1.99%,NILL,NILL,NILL,NILL,1% Fuel Surcharge Waiver,NILL,Earn 6 Travel Credits for every ₹200 spent on travel and 2 Travel Credits for every ₹200 on all other spends.,NILL,Spend Based Reversal on Annual Spends of ₹15 Lac,"Yes, on spends above ₹2,500",False,"Free movie tickets, shopping vouchers","Complimentary Priority Pass Membership, 8 complimentary Domestic Airport Lounge visits every year",NILL,False,False,False,False,1% Fuel Surcharge Waiver,NILL,NILL,"Complimentary Priority Pass Membership, 6 complimentary International Airport Lounge visits every year",NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,NILL,False,Zero liability if reported within 24 hours,NILL,"Chip & PIN, contactless",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Complimentary Priority Pass Membership, 8 complimentary Domestic Airport Lounge visits every year",False,False,False,False,"Free movie tickets, shopping vouchers",False,False,True,False,False,True
SBI,SBI Card MILES,Travel,Travel,"Earn Travel Credits on every spend, redeemable for Air Miles and Hotel Points, with complimentary lounge access and travel insurance.",https://www.sbicard.com/sbi-card-en/assets/media/images/personal/credit-cards/network-card-images/MILES_139x218-px-front.png,https://www.sbicard.com/en/personal/credit-cards/travel/sbi-card-miles.page,https://www.sbicard.com/sprint/Miles,Rs. 1499 + Taxes,Rs. 1499,Annual fee reversed on spends of ₹6 Lakh in a membership year,NILL,3.50% p.m. (42% p.a.),NILL,NILL,NILL,NILL,NILL,"2.5% or Rs. 500, whichever is higher","Varies based on outstanding amount, ranging from NIL to Rs. 1,300","2.5% of overlimit amount exceeding credit limit or Rs. 600, whichever is higher",3.00%,NILL,NILL,NILL,NILL,"1% fuel surcharge waiver across all fuel spends, up to Rs. 250 in a statement cycle",NILL,Earn 2 Travel Credits for every ₹200 spent on travel and 1 Travel Credit for every ₹200 spent on other categories.,NILL,Annual fee reversed on spends of ₹6 Lakh in a membership year,"Available on transactions of ₹2,500 or more",False,"Complimentary lounge access, travel insurance, and milestone benefits.","Contactless payments, worldwide acceptance, cash access at ATMs, and Flexipay option.",NILL,False,False,False,False,"1% fuel surcharge waiver across all petrol pumps, up to Rs. 250 in a statement cycle",NILL,NILL,"Complimentary Priority Pass Membership, 4 domestic lounge visits annually, and low forex markup charges.",NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,False,NILL,NILL,Chip and PIN enabled for enhanced security against counterfeiting and skimming.,False,"SBI Card MILES is designed for frequent travelers, offering travel credits on every spend, redeemable for air miles and hotel points, along with complimentary lounge access and travel insurance.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, worldwide acceptance, cash access at ATMs, and Flexipay option.",False,False,False,False,"Complimentary lounge access, travel insurance, and milestone benefits.",True,False,False,True,False,False
